Symbol,Signal,Score,Price,RSI,MACD_Hist,SMA20,SMA50,Entry,Target,StopLoss,RiskReward,Sector,MarketCap,PE_TTM,EPS_TTM,ROE,DebtEquity,Backtest_Return,Backtest_WinRate,MC_Bear,MC_Base,MC_Bull,HoldingDuration
TRANSWORLD,SELL,-2,163.89,58.86,0.4144,160.68,164.5,163.89,145.95,172.86,2.0,Industrials,3537797376,N/A,-34.19,N/A,44.768,-6.69 %,33.3 %,117.08,154.28,203.17,Exit / Avoid new positions
JISLDVREQS,STRONG SELL,-8,21.92,31.6,-0.1666,22.85,23.18,21.92,19.04,23.36,2.0,Industrials,16137226240,N/A,-0.34,-0.0068,71.789,-4.16 %,33.3 %,16.36,20.92,26.74,Short-to-Medium Term (2–8 weeks)
POLYSIL,SELL,-4,112.5,43.27,0.0882,120.48,131.64,112.5,89.13,124.19,2.0,Unknown,368585440,N/A,N/A,N/A,N/A,883.72 %,100.0 %,93.86,120.17,153.77,Exit / Avoid new positions
NIFTYQLITY,BUY,2,21.34,59.24,0.0371,20.95,20.92,21.34,22.39,20.82,2.02,Unknown,N/A,28.462582,N/A,N/A,N/A,-6.52 %,20.0 %,19.51,21.21,23.06,Medium-to-Long Term (1–6 months)
AVONMORE,STRONG SELL,-6,9.29,18.58,-0.0341,9.89,10.36,9.29,8.09,9.89,2.0,Financial Services,2581990144,32.67857,0.28,0.0438,4.926,-44.73 %,20.0 %,6.79,8.94,11.76,Short-to-Medium Term (2–8 weeks)
OSIAHYPER,SELL,-2,2.96,26.56,0.0118,3.11,3.34,2.96,2.45,3.21,2.04,Consumer Cyclical,483847296,2.1459854,1.37,N/A,39.501,-39.46 %,0.0 %,1.95,2.59,3.43,Exit / Avoid new positions
PTL,STRONG SELL,-6,39.42,13.57,-0.1727,40.64,40.51,39.42,36.84,40.71,2.0,Real Estate,5197121024,11.249283,3.49,0.054530002,0.642,-23.6 %,0.0 %,34.61,39.07,44.09,Short-to-Medium Term (2–8 weeks)
OMFREIGHT,SELL,-3,91.9,35.58,-0.7614,96.0,89.65,91.9,78.79,98.46,2.0,Industrials,3014288640,18.267347,4.9,0.0842,24.333,-8.66 %,0.0 %,71.93,92.24,118.23,Exit / Avoid new positions
KALYANIFRG,STRONG SELL,-7,604.0,26.81,-2.2236,615.89,611.94,604.0,530.35,640.83,2.0,Consumer Cyclical,2206447104,23.682156,25.61,0.100600004,110.547,-14.0 %,20.0 %,486.57,603.47,748.1,Short-to-Medium Term (2–8 weeks)
BLBLIMITED,BUY,4,16.11,42.77,0.0106,16.07,16.09,16.11,18.84,14.74,1.99,Financial Services,837914304,2.515873,6.3,0.29271,1.655,-39.62 %,33.3 %,12.44,15.88,20.27,Medium-to-Long Term (1–6 months)
CLEDUCATE,SELL,-3,57.86,56.5,-0.0573,57.0,52.68,57.86,49.85,61.87,2.0,Consumer Defensive,3047386624,N/A,-3.98,-0.08287,108.961,-59.45 %,0.0 %,41.72,55.81,74.62,Exit / Avoid new positions
MONEYBOXX,SELL,-3,59.01,37.56,0.087,61.16,66.69,59.01,46.89,65.07,2.0,Financial Services,4143175936,296.75,0.2,0.00482,228.031,5.27 %,100.0 %,43.68,55.95,71.62,Exit / Avoid new positions
HOACFOODS,BUY,3,722.05,58.56,-0.2205,702.09,646.24,722.05,774.22,695.96,2.0,Unknown,563030272,N/A,N/A,N/A,N/A,64.13 %,66.7 %,599.55,785.46,1028.4,Medium-to-Long Term (1–6 months)
UCAL,SELL,-3,117.67,53.2,-0.8973,118.38,108.25,117.67,103.33,124.84,2.0,Consumer Cyclical,2575573760,N/A,-14.92,-0.09788,56.888,-22.32 %,16.7 %,91.26,114.48,143.54,Exit / Avoid new positions
GROWWPSE,SELL,-2,99.91,55.28,0.173,99.81,101.16,99.91,94.75,102.49,2.0,Unknown,N/A,10.369617,N/A,N/A,N/A,-6.5 %,0.0 %,90.01,98.6,108.0,Exit / Avoid new positions
AUSOMENT,HOLD,1,133.15,82.62,1.1985,123.05,122.63,133.15,114.13,142.66,2.0,Financial Services,1883728640,9.669231,14.3,0.12807,5.493,-3.96 %,16.7 %,102.12,134.75,177.68,Monitor weekly; re-evaluate on next earnings or macro event
TIGERLOGS,STRONG SELL,-7,31.85,25.52,-0.1504,33.15,34.53,31.85,28.37,33.59,2.0,Industrials,3291219200,15.185366,2.05,0.20673001,34.408,-2.55 %,0.0 %,21.85,29.51,39.85,Short-to-Medium Term (2–8 weeks)
SBISMLETF,STRONG SELL,-8,17.85,45.08,-0.0551,17.93,,17.85,17.04,18.26,1.98,Unknown,N/A,28.440798,N/A,N/A,N/A,N/A,N/A,17.07,18.47,19.98,Short-to-Medium Term (2–8 weeks)
VISACHROME,STRONG SELL,-6,37.97,37.44,-0.1374,40.03,43.82,37.97,33.44,40.23,2.0,Basic Materials,5518132736,0.44088525,85.85,N/A,N/A,-13.56 %,50.0 %,29.91,38.86,50.46,Short-to-Medium Term (2–8 weeks)
KRITI,STRONG SELL,-7,64.64,34.23,-0.3432,68.38,70.59,64.64,55.79,69.06,2.0,Industrials,3452115200,311.9524,0.21,0.00533,40.997,0.84 %,25.0 %,44.78,59.33,78.56,Short-to-Medium Term (2–8 weeks)
KHADIM,STRONG SELL,-6,93.71,25.07,-0.8757,101.08,103.05,93.71,79.01,101.06,2.0,Consumer Cyclical,1743373312,56.130177,1.69,0.01482,149.29,-36.37 %,0.0 %,66.34,85.13,109.19,Short-to-Medium Term (2–8 weeks)
RUDRA,SELL,-3,17.68,54.57,0.0273,17.14,17.83,17.68,15.79,18.62,2.01,Basic Materials,1768058240,13.051852,1.35,0.10261,97.147,-20.54 %,0.0 %,12.09,16.04,21.26,Exit / Avoid new positions
MITTAL,STRONG SELL,-7,0.91,36.36,-0.0013,0.94,0.98,0.91,0.82,0.96,1.8,Consumer Cyclical,399510688,18.0,0.05,0.03756,29.486,-26.44 %,20.0 %,0.66,0.86,1.11,Short-to-Medium Term (2–8 weeks)
HEXATRADEX,STRONG SELL,-8,157.23,48.0,-0.1343,158.22,160.92,157.23,140.4,165.64,2.0,Financial Services,8777278464,N/A,-1.57,-0.0019200001,0.187,-25.72 %,20.0 %,126.04,153.92,187.89,Short-to-Medium Term (2–8 weeks)
VMSTMT,STRONG SELL,-7,44.02,10.98,-0.1935,45.61,45.89,44.02,39.31,46.38,2.0,Basic Materials,2134638208,8.688889,4.95,0.13961,101.226,-7.29 %,0.0 %,31.05,38.86,48.6,Short-to-Medium Term (2–8 weeks)
JAYSREETEA,STRONG SELL,-6,80.53,29.14,-0.2521,83.26,84.9,80.53,71.98,84.81,2.0,Consumer Defensive,2337632512,N/A,-8.68,-0.061479997,105.877,-17.53 %,25.0 %,63.24,77.85,95.8,Short-to-Medium Term (2–8 weeks)
DPSCLTD,SELL,-2,7.17,29.85,0.0074,7.38,7.73,7.17,6.21,7.65,2.0,Utilities,7137878016,91.625,0.08,0.014479999,14.229,-26.69 %,0.0 %,5.43,6.66,8.18,Exit / Avoid new positions
SRIVASAVI,HOLD,0,82.2,50.25,-1.4059,82.03,66.98,82.2,70.59,88.0,2.0,Unknown,1516635904,N/A,N/A,N/A,N/A,-27.46 %,40.0 %,58.52,80.11,109.6,Monitor weekly; re-evaluate on next earnings or macro event
SAIFL,SELL,-4,5.1,40.0,0.0291,5.12,5.29,5.1,4.62,5.34,2.0,Unknown,4778807296,N/A,N/A,N/A,N/A,-85.09 %,0.0 %,2.19,4.23,8.13,Exit / Avoid new positions
CENTEXT,STRONG SELL,-5,18.7,49.72,0.0198,18.99,19.5,18.7,16.54,19.78,2.0,Basic Materials,1491200000,13.605839,1.37,0.13227001,82.304,-18.46 %,25.0 %,13.74,18.14,23.95,Short-to-Medium Term (2–8 weeks)
SHREYANIND,HOLD,-1,143.0,47.88,0.676,138.1,140.93,143.0,126.77,151.12,2.0,Basic Materials,1956588544,30.241453,4.68,0.01516,14.387,-11.85 %,25.0 %,111.49,135.96,165.72,Monitor weekly; re-evaluate on next earnings or macro event
AMEYA,SELL,-4,107.85,32.63,-1.0284,111.47,109.0,107.85,99.09,112.23,2.0,Unknown,908625024,N/A,N/A,N/A,N/A,-21.89 %,40.0 %,84.95,105.64,131.32,Exit / Avoid new positions
BEDMUTHA,HOLD,-1,112.18,58.91,0.2486,108.51,109.34,112.18,103.42,116.56,2.0,Basic Materials,3495469056,53.900497,2.01,0.043759998,136.977,-24.69 %,0.0 %,86.39,107.1,132.73,Monitor weekly; re-evaluate on next earnings or macro event
JKIPL,STRONG SELL,-6,96.88,43.14,-0.294,98.75,98.33,96.88,82.33,104.16,2.0,Industrials,3752615424,31.03492,3.15,0.086330004,49.72,N/A,N/A,66.2,92.76,129.88,Short-to-Medium Term (2–8 weeks)
INDTERRAIN,STRONG SELL,-7,29.21,20.04,-0.2267,30.98,31.91,29.21,25.28,31.18,1.99,Consumer Cyclical,1433886464,N/A,-0.98,-0.02678,55.334,-33.52 %,16.7 %,21.54,27.48,35.02,Short-to-Medium Term (2–8 weeks)
SBIMIDMOM,STRONG SELL,-8,62.16,49.92,-0.1081,62.48,62.75,62.16,58.05,64.22,2.0,,N/A,N/A,N/A,N/A,N/A,-1.41 %,0.0 %,55.77,62.68,70.43,Short-to-Medium Term (2–8 weeks)
RHFL,STRONG SELL,-6,1.96,17.39,-0.0057,2.05,2.13,1.96,1.75,2.06,2.1,Financial Services,941735936,N/A,-0.08,N/A,N/A,-42.54 %,0.0 %,1.42,1.86,2.44,Short-to-Medium Term (2–8 weeks)
NILAINFRA,SELL,-2,7.39,44.29,0.0318,7.36,7.71,7.39,6.67,7.75,2.0,Real Estate,2922658048,11.777778,0.63,N/A,12.646,-3.37 %,33.3 %,5.52,7.07,9.03,Exit / Avoid new positions
LAL,SELL,-3,8.1,33.62,-0.1119,8.74,8.06,8.1,6.48,8.91,2.0,Consumer Cyclical,1411257600,32.68,0.25,0.08738,38.569,-47.91 %,0.0 %,5.82,7.55,9.78,Exit / Avoid new positions
SICAGEN,STRONG SELL,-7,50.94,40.14,-0.1729,52.08,53.6,50.94,45.0,53.91,2.0,Basic Materials,1951279744,10.789934,4.57,0.03692,32.125,-0.87 %,0.0 %,30.06,67.7,152.21,Short-to-Medium Term (2–8 weeks)
VASWANI,STRONG SELL,-7,52.68,35.5,-0.0499,53.81,55.46,52.68,47.94,55.05,2.0,Basic Materials,1732757632,40.08397,1.31,0.029509999,184.536,-41.4 %,25.0 %,38.67,52.28,70.63,Short-to-Medium Term (2–8 weeks)
CROWN,STRONG SELL,-5,112.51,46.54,0.2845,113.8,113.35,112.51,95.29,121.12,2.0,Industrials,1263524096,16.245312,6.93,N/A,74.87,-63.96 %,0.0 %,81.23,105.48,136.89,Short-to-Medium Term (2–8 weeks)
SHRADHA,HOLD,1,34.86,53.39,0.0412,34.49,34.6,34.86,24.6,39.99,2.0,Real Estate,2021162880,8.386862,4.11,0.11311,30.406,-17.14 %,25.0 %,25.28,33.74,44.99,Monitor weekly; re-evaluate on next earnings or macro event
ZENITHSTL,SELL,-3,5.72,54.17,0.0425,5.59,5.76,5.72,4.7,6.23,2.0,Basic Materials,786810880,18.433332,0.3,N/A,N/A,-13.89 %,50.0 %,4.27,5.46,6.97,Exit / Avoid new positions
TRIGYN,SELL,-4,53.41,55.28,0.0129,53.73,55.27,53.41,43.51,58.36,2.0,Technology,1659043328,70.9079,0.76,0.0030500002,1.288,-22.32 %,40.0 %,39.04,50.14,64.35,Exit / Avoid new positions
ABSL10BANK,SELL,-3,169.29,38.42,-0.9386,172.72,167.7,169.29,153.42,177.22,2.0,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,143.22,164.54,188.98,Exit / Avoid new positions
MIDCAPADD,SELL,-4,22.94,48.94,-0.054,23.02,22.75,22.94,21.95,23.44,1.98,Unknown,N/A,27.552599,N/A,N/A,N/A,-1.69 %,0.0 %,19.2,22.98,27.5,Exit / Avoid new positions
TPHQ,STRONG SELL,-8,0.43,33.33,-0.002,0.45,0.48,0.43,0.34,0.47,2.25,Industrials,449450048,Infinity,0.0,N/A,1.018,-3.16 %,25.0 %,0.3,0.39,0.52,Short-to-Medium Term (2–8 weeks)
SONAMLTD,BUY,3,55.99,56.88,-0.0653,54.56,54.99,55.99,64.96,51.51,2.0,Consumer Cyclical,2228581376,30.420763,1.83,N/A,29.697,-10.77 %,33.3 %,42.16,55.47,72.92,Medium-to-Long Term (1–6 months)
IEML,SELL,-3,43.4,46.8,0.4775,42.67,45.02,43.4,37.55,46.32,2.0,Unknown,5031919616,N/A,N/A,N/A,N/A,-50.08 %,25.0 %,26.72,37.74,53.27,Exit / Avoid new positions
ALMONDZ,SELL,-4,12.98,30.71,0.0041,13.14,13.38,12.98,11.72,13.61,2.0,Financial Services,2196741120,7.7055216,1.63,0.10742,16.822,-53.5 %,0.0 %,9.31,12.19,15.96,Exit / Avoid new positions
AONENIFTY,SELL,-4,9.91,41.56,-0.0162,9.93,9.82,9.91,8.92,10.4,2.02,Unknown,N/A,21.437075,N/A,N/A,N/A,-2.45 %,33.3 %,9.27,9.88,10.53,Exit / Avoid new positions
ALUWIND,SELL,-2,51.7,74.85,0.781,46.13,48.47,51.7,43.24,55.93,2.0,Unknown,1562902784,N/A,N/A,N/A,N/A,41.06 %,75.0 %,39.33,50.78,65.54,Exit / Avoid new positions
BRNL,SELL,-4,17.59,31.6,0.0122,18.02,18.82,17.59,14.86,18.95,2.01,Industrials,1469964544,N/A,-7.05,-0.12433,81.271,-8.02 %,33.3 %,12.94,16.39,20.76,Exit / Avoid new positions
MOTOUR,SELL,-4,78.81,37.3,-0.4915,79.75,76.7,78.81,73.56,81.44,2.0,Unknown,N/A,43.572617,N/A,N/A,N/A,-4.41 %,0.0 %,69.29,77.47,86.6,Exit / Avoid new positions
INVENTURE,SELL,-4,0.91,41.67,0.0007,0.91,0.94,0.91,0.82,0.96,1.8,Financial Services,966000000,23.0,0.04,0.01402,13.28,-8.99 %,0.0 %,0.67,0.84,1.05,Exit / Avoid new positions
TICL,SELL,-2,9.26,25.86,0.0988,11.5,17.22,9.26,6.8,10.49,2.0,Industrials,1430649984,18.46,0.5,0.02488,113.682,-74.8 %,0.0 %,6.31,8.33,10.99,Exit / Avoid new positions
WOMANCART,STRONG SELL,-8,99.95,39.84,-0.0945,103.37,108.9,99.95,80.18,109.84,2.0,Unknown,1740787200,N/A,N/A,N/A,N/A,-44.28 %,20.0 %,68.04,92.42,125.47,Short-to-Medium Term (2–8 weeks)
MMWL,HOLD,1,13.72,58.31,0.0366,13.61,13.49,13.72,11.53,14.82,1.99,Communication Services,N/A,274.59998,0.05,0.0717,115.612,-1.55 %,0.0 %,10.75,15.38,21.98,Monitor weekly; re-evaluate on next earnings or macro event
TARAPUR,SELL,-4,17.74,44.33,0.0964,18.01,19.18,17.74,15.64,18.79,2.0,Industrials,333840224,N/A,-0.95,N/A,N/A,55.52 %,40.0 %,13.78,17.98,23.45,Exit / Avoid new positions
PANSARI,BUY,2,340.25,36.99,-2.8761,346.53,308.9,340.25,391.25,314.75,2.0,Real Estate,6156103680,30.951756,11.4,0.13791999,65.043,4.01 %,42.9 %,274.3,355.3,459.97,Medium-to-Long Term (1–6 months)
ATMASTCO,SELL,-4,156.6,46.91,0.0057,160.03,170.0,156.6,138.0,165.9,2.0,Unknown,7568815104,N/A,N/A,N/A,N/A,-17.62 %,60.0 %,111.58,149.16,199.27,Exit / Avoid new positions
KAMOPAINTS,STRONG SELL,-7,4.61,22.22,-0.0105,4.78,5.04,4.61,3.98,4.93,1.97,Basic Materials,1510110080,459.00003,0.01,0.00117,19.079,-27.83 %,0.0 %,3.1,4.02,5.2,Short-to-Medium Term (2–8 weeks)
DPWIRES,STRONG SELL,-5,167.86,21.65,-1.6952,178.71,181.57,167.86,149.47,177.06,2.0,Industrials,2569019392,14.601761,11.35,0.068330005,0.929,-50.44 %,0.0 %,122.94,157.45,201.54,Short-to-Medium Term (2–8 weeks)
VARDMNPOLY,STRONG SELL,-8,6.15,30.73,-0.0466,6.5,6.67,6.15,5.28,6.58,2.02,Consumer Cyclical,2941585920,35.82353,0.17,N/A,N/A,-28.64 %,20.0 %,4.47,5.96,7.94,Short-to-Medium Term (2–8 weeks)
KEYFINSERV,STRONG SELL,-8,259.08,36.35,-0.8879,263.71,260.79,259.08,222.0,277.62,2.0,Financial Services,1438919936,21.59482,11.97,0.047069997,2.866,-38.73 %,20.0 %,182.3,255.28,357.23,Short-to-Medium Term (2–8 weeks)
SAKHTISUG,SELL,-3,17.2,53.64,0.0702,16.98,17.37,17.2,15.61,18.0,1.99,Consumer Defensive,2006631680,7.1139245,2.37,N/A,315.597,-12.41 %,33.3 %,13.22,16.26,19.99,Exit / Avoid new positions
SPECTSTM,SELL,-2,63.2,72.76,0.3419,58.7,59.69,63.2,56.93,66.34,2.0,Unknown,2535621888,N/A,N/A,N/A,N/A,-21.9 %,16.7 %,43.79,60.6,83.81,Exit / Avoid new positions
NBIFIN,BUY,2,2222.4,66.63,8.9168,2074.94,1956.88,2222.4,2627.64,2019.78,2.0,Financial Services,6412024320,51.666668,42.0,0.00418,N/A,-7.77 %,40.0 %,1768.52,2201.34,2738.78,Medium-to-Long Term (1–6 months)
NATCAPSUQ,SELL,-3,147.84,51.11,0.9336,145.64,152.41,147.84,128.19,157.66,2.0,Healthcare,1528461440,N/A,-23.85,-0.10028,49.198,-33.37 %,25.0 %,108.06,140.39,182.3,Exit / Avoid new positions
QNIFTY,STRONG SELL,-5,264.2,40.53,-0.304,265.16,262.19,264.2,252.47,270.06,2.0,Unknown,N/A,21.446556,N/A,N/A,N/A,1.39 %,40.0 %,93.78,224.06,534.33,Short-to-Medium Term (2–8 weeks)
RPPINFRA,STRONG SELL,-8,62.15,40.72,-0.1232,63.58,64.95,62.15,54.5,65.97,2.0,Industrials,3103086848,41.72,1.5,0.013990001,19.714,-55.09 %,0.0 %,43.82,57.53,75.5,Short-to-Medium Term (2–8 weeks)
DICIND,STRONG SELL,-6,502.2,44.29,-0.9057,515.02,511.03,502.2,436.38,535.11,2.0,Basic Materials,4571589632,24.013983,20.74,N/A,0.954,-29.15 %,0.0 %,415.4,497.24,594.95,Short-to-Medium Term (2–8 weeks)
ENSER,SELL,-2,14.45,50.77,0.0747,13.86,14.95,14.45,11.63,15.86,2.0,Unknown,17850488832,N/A,N/A,N/A,N/A,-35.38 %,40.0 %,5.75,11.99,24.96,Exit / Avoid new positions
KIRANVYPAR,HOLD,-1,201.0,62.83,0.696,193.41,186.02,201.0,177.93,212.53,2.0,,N/A,N/A,N/A,0.00024000001,21.765,N/A,N/A,161.73,205.07,259.87,Monitor weekly; re-evaluate on next earnings or macro event
MANAKALUCO,STRONG SELL,-5,35.2,52.37,-0.0893,35.86,36.61,35.2,28.63,38.48,2.0,Basic Materials,2285172224,30.32174,1.15,0.054419998,169.359,-37.14 %,14.3 %,24.89,35.04,49.3,Short-to-Medium Term (2–8 weeks)
AMNPLST,SELL,-2,195.16,57.94,-0.9117,196.42,195.06,195.16,163.0,211.24,2.0,Basic Materials,10626563072,29.087349,6.64,0.13262,9.312,-13.46 %,50.0 %,144.64,188.23,244.82,Exit / Avoid new positions
SLONE,SELL,-4,128.3,61.33,1.2704,123.91,139.33,128.3,112.16,136.37,2.0,Unknown,843042048,N/A,N/A,N/A,N/A,-19.36 %,28.6 %,94.54,125.93,167.65,Exit / Avoid new positions
INSPIRISYS,SELL,-3,99.34,28.99,-0.0383,101.23,110.89,99.34,86.5,105.76,2.0,Technology,4019923968,10.343527,9.81,0.48961,82.297,6.5 %,40.0 %,74.82,95.6,122.07,Exit / Avoid new positions
SUTLEJTEX,HOLD,0,38.13,53.44,-0.0657,37.95,37.25,38.13,33.57,40.41,2.0,Consumer Cyclical,6308675072,N/A,-5.27,-0.10094,114.141,-33.41 %,40.0 %,28.82,36.6,46.45,Monitor weekly; re-evaluate on next earnings or macro event
SHEMAROO,HOLD,-1,118.97,45.2,-1.0298,124.23,118.53,118.97,99.26,128.82,2.0,Communication Services,3371788032,N/A,-65.99,N/A,112.907,-14.84 %,20.0 %,88.74,115.82,151.09,Monitor weekly; re-evaluate on next earnings or macro event
NEPHROCARE,STRONG SELL,-6,63.0,26.86,-0.227,66.77,70.33,63.0,51.72,68.64,2.0,Unknown,3871006720,N/A,N/A,N/A,N/A,-25.0 %,16.7 %,41.45,56.35,76.55,Short-to-Medium Term (2–8 weeks)
MASON,HOLD,0,125.25,55.8,0.1508,123.18,125.02,125.25,107.01,134.37,2.0,Unknown,2696499968,N/A,N/A,N/A,N/A,40.92 %,25.0 %,89.25,122.0,166.65,Monitor weekly; re-evaluate on next earnings or macro event
COMFINTE,HOLD,-1,5.4,28.75,0.0059,5.64,6.02,5.4,4.47,5.87,1.98,,N/A,N/A,N/A,-0.01569,10.439,N/A,N/A,3.65,4.64,5.9,Monitor weekly; re-evaluate on next earnings or macro event
AIRAN,STRONG SELL,-6,15.03,21.19,-0.0397,15.62,16.15,15.03,13.68,15.71,1.99,Technology,1871549440,16.096775,0.93,0.0769,0.621,-17.84 %,0.0 %,10.89,14.31,18.81,Short-to-Medium Term (2–8 weeks)
GROWWSC250,SELL,-4,10.24,46.36,-0.0407,10.33,10.06,10.24,9.34,10.69,2.0,Unknown,N/A,28.33159,N/A,N/A,N/A,N/A,N/A,9.25,10.25,11.36,Exit / Avoid new positions
HITECHGEAR,STRONG SELL,-6,577.8,6.51,-9.9445,640.7,608.67,577.8,507.96,612.72,2.0,Consumer Cyclical,10861061120,51.775784,11.15,N/A,N/A,-17.45 %,33.3 %,463.12,556.79,669.14,Short-to-Medium Term (2–8 weeks)
SAHLIBHFI,SELL,-4,78.2,44.35,-0.115,78.56,77.06,78.2,68.27,83.17,2.0,Financial Services,2464276480,12.643423,6.31,0.11943,32.614,-0.72 %,0.0 %,61.14,75.4,92.95,Exit / Avoid new positions
DONEAR,SELL,-3,86.18,52.78,0.2588,85.43,88.6,86.18,78.92,89.81,2.0,Consumer Cyclical,4385679872,10.100598,8.35,0.1698,154.25,-28.35 %,0.0 %,65.9,83.13,104.8,Exit / Avoid new positions
MOKSH,STRONG SELL,-6,10.29,12.04,-0.1164,11.47,11.77,10.29,8.85,11.01,2.0,Consumer Cyclical,857589440,8.191999,1.25,0.082150005,19.056,-36.48 %,14.3 %,7.51,9.87,12.96,Short-to-Medium Term (2–8 weeks)
KCEIL,HOLD,0,92.65,53.39,0.5025,89.74,90.92,92.65,79.9,99.03,2.0,Unknown,4047527936,N/A,N/A,N/A,N/A,3.04 %,33.3 %,63.03,84.54,113.32,Monitor weekly; re-evaluate on next earnings or macro event
MEGASTAR,BUY,2,338.4,36.72,-4.1472,356.78,331.2,338.4,395.97,309.61,2.0,Consumer Defensive,3761366528,40.51703,8.22,0.0946,127.734,-28.1 %,33.3 %,266.82,339.01,430.5,Medium-to-Long Term (1–6 months)
KRISHCA,SELL,-4,164.75,46.8,0.1239,168.97,175.16,164.75,146.24,174.0,2.0,Unknown,4841628160,N/A,N/A,N/A,N/A,-9.28 %,40.0 %,120.51,156.33,202.69,Exit / Avoid new positions
ADROITINFO,HOLD,1,9.15,52.35,0.034,9.05,9.07,9.15,7.74,9.86,1.99,Technology,541759360,11.397591,0.83,0.04334,34.111,-22.62 %,0.0 %,6.83,8.74,11.18,Monitor weekly; re-evaluate on next earnings or macro event
OSWALSEEDS,STRONG SELL,-7,10.1,31.47,-0.0515,10.63,10.94,10.1,8.87,10.71,2.02,Basic Materials,954032128,13.202532,0.79,0.15245,121.208,-50.5 %,0.0 %,7.39,9.44,12.06,Short-to-Medium Term (2–8 weeks)
KHFM,STRONG SELL,-7,47.8,22.79,-0.4147,51.83,57.25,47.8,39.88,51.76,2.0,Unknown,1608386688,N/A,N/A,N/A,N/A,-45.71 %,16.7 %,33.6,45.93,62.74,Short-to-Medium Term (2–8 weeks)
DENEERS,HOLD,1,190.35,58.98,1.5931,186.07,205.39,190.35,160.74,205.16,2.0,Unknown,1712673536,N/A,N/A,N/A,N/A,29.01 %,60.0 %,140.45,188.48,252.79,Monitor weekly; re-evaluate on next earnings or macro event
JFLLIFE,BUY,2,11.25,53.95,0.046,10.48,9.8,11.25,12.69,10.53,2.0,Unknown,1764621184,N/A,N/A,N/A,N/A,-50.66 %,0.0 %,6.2,10.05,16.27,Medium-to-Long Term (1–6 months)
SOFTTECH,SELL,-3,415.0,41.57,-1.483,426.25,428.98,415.0,371.5,436.75,2.0,Technology,5725108224,115.85435,3.57,0.0315,22.788,-0.01 %,50.0 %,328.18,416.58,528.51,Exit / Avoid new positions
RELIABLE,STRONG SELL,-5,139.22,39.27,-0.823,145.41,144.39,139.22,118.37,149.65,2.0,Technology,1413220864,20.530735,6.67,0.087299995,28.764,12.96 %,25.0 %,107.29,141.54,186.62,Short-to-Medium Term (2–8 weeks)
VISHNUINFR,STRONG SELL,-7,161.35,50.07,-0.0336,160.52,162.77,161.35,150.16,166.94,2.0,Unknown,5400592384,N/A,N/A,N/A,N/A,-12.66 %,33.3 %,118.12,156.2,206.43,Short-to-Medium Term (2–8 weeks)
FMCGADD,HOLD,1,49.81,45.08,0.0395,49.46,49.39,49.81,47.77,50.83,2.0,Unknown,N/A,33.51612,N/A,N/A,N/A,N/A,N/A,45.52,49.1,52.94,Monitor weekly; re-evaluate on next earnings or macro event
ZEAL,STRONG SELL,-6,63.0,19.78,-0.3435,65.84,67.31,63.0,59.16,64.92,2.0,Unknown,2522197760,N/A,N/A,N/A,N/A,-28.38 %,0.0 %,43.37,58.3,78.31,Short-to-Medium Term (2–8 weeks)
ARENTERP,HOLD,1,41.1,58.59,1.0462,37.05,37.49,41.1,27.39,47.95,2.0,Basic Materials,133460616,N/A,-0.57,-0.00833,N/A,-29.18 %,0.0 %,28.87,40.22,55.99,Monitor weekly; re-evaluate on next earnings or macro event
SBIETFPB,SELL,-3,279.71,38.87,-1.3986,285.0,279.3,279.71,259.97,289.58,2.0,Unknown,N/A,18.72634,N/A,N/A,N/A,-4.25 %,28.6 %,258.3,280.35,304.23,Exit / Avoid new positions
MCL,SELL,-4,53.33,33.95,0.095,54.09,57.41,53.33,47.78,56.1,2.0,Basic Materials,1429882752,30.988235,1.7,0.09359,82.894,-12.19 %,50.0 %,41.1,54.12,71.24,Exit / Avoid new positions
RADIOCITY,HOLD,1,6.58,74.78,0.062,6.1,6.13,6.58,5.77,6.99,1.98,Communication Services,2339952128,N/A,-1.21,N/A,5.308,-22.11 %,16.7 %,5.19,6.21,7.42,Monitor weekly; re-evaluate on next earnings or macro event
BAIDFIN,STRONG SELL,-6,9.86,21.62,-0.0362,10.12,10.12,9.86,8.3,10.64,2.0,Financial Services,1553527680,8.721739,1.15,0.07272,N/A,-24.76 %,16.7 %,7.5,9.49,12.01,Short-to-Medium Term (2–8 weeks)
BALAXI,HOLD,0,24.39,59.78,0.0864,24.01,24.14,24.39,21.96,25.61,1.99,Healthcare,1349271296,94.00001,0.26,0.0058899997,23.145,-23.04 %,0.0 %,17.14,21.99,28.2,Monitor weekly; re-evaluate on next earnings or macro event
SMALLADD,SELL,-4,17.94,48.91,-0.0707,18.01,17.55,17.94,16.95,18.44,1.98,Unknown,N/A,28.256184,N/A,N/A,N/A,N/A,N/A,16.13,18.19,20.5,Exit / Avoid new positions
S&SPOWER,STRONG SELL,-5,336.8,41.25,-0.0522,351.35,371.33,336.8,271.16,369.62,2.0,Industrials,4009152512,39.71271,8.18,0.12779,44.204,-38.36 %,14.3 %,254.34,332.5,434.41,Short-to-Medium Term (2–8 weeks)
PARTYCRUS,HOLD,1,89.95,59.19,0.9272,86.75,93.69,89.95,82.78,93.53,2.0,Unknown,1454986752,N/A,N/A,N/A,N/A,-9.59 %,33.3 %,67.57,87.78,113.96,Monitor weekly; re-evaluate on next earnings or macro event
