Symbol,Signal,Score,Price,RSI,MACD_Hist,SMA20,SMA50,Entry,Target,StopLoss,RiskReward,Sector,MarketCap,PE_TTM,EPS_TTM,ROE,DebtEquity,Backtest_Return,Backtest_WinRate,MC_Bear,MC_Base,MC_Bull,HoldingDuration
COROMANDEL,STRONG SELL,-5,2003.8,39.89,-10.097,2031.28,1945.96,2003.8,1847.05,2082.18,2.0,Basic Materials,596885831680,32.627174,62.12,N/A,11.469,3.68 %,50.0 %,1698.4,2015.39,2390.65,Short-to-Medium Term (2–8 weeks)
OMNI,SELL,-2,619.65,82.03,5.4769,551.59,505.75,619.65,530.25,664.35,2.0,Industrials,73674031104,80.07392,7.44,0.17963,63.958,N/A,N/A,600.51,860.61,1232.39,Exit / Avoid new positions
ARE&M,STRONG SELL,-5,874.0,60.36,-2.3117,877.21,859.06,874.0,794.68,913.66,2.0,Industrials,157740400640,17.61034,48.94,0.11567,5.015,-15.86 %,0.0 %,711.24,837.57,985.98,Short-to-Medium Term (2–8 weeks)
HDFCGOLD,HOLD,1,122.57,49.92,0.4871,121.5,126.18,122.57,116.87,125.42,2.0,Unknown,N/A,N/A,N/A,N/A,N/A,67.61 %,66.7 %,111.42,127.41,145.66,Monitor weekly; re-evaluate on next earnings or macro event
VIYASH,SELL,-3,259.7,37.22,-3.9966,274.47,262.5,259.7,229.49,274.81,2.0,Healthcare,110621605888,63.3625,4.0,0.07911,15.724,-1.07 %,50.0 %,208.8,267.43,342.34,Exit / Avoid new positions
SBISILVER,SELL,-2,218.31,45.06,1.3327,217.0,231.67,218.31,204.69,225.12,2.0,Unknown,N/A,N/A,N/A,N/A,N/A,130.42 %,75.0 %,179.58,230.05,294.54,Exit / Avoid new positions
SILVER,HOLD,-1,222.16,44.11,1.3595,221.08,236.09,222.16,208.09,229.19,2.0,Unknown,N/A,N/A,N/A,N/A,N/A,134.93 %,50.0 %,182.43,234.0,299.98,Monitor weekly; re-evaluate on next earnings or macro event
RAYMOND,HOLD,-1,595.0,43.9,-5.2876,607.01,577.44,595.0,524.77,630.12,2.0,Industrials,38386864128,113.992096,5.06,0.01472,34.127,-67.28 %,0.0 %,346.5,545.21,857.04,Monitor weekly; re-evaluate on next earnings or macro event
UCOBANK,SELL,-3,26.66,53.02,-0.0333,26.47,26.15,26.66,24.71,27.64,1.99,Financial Services,334430044160,11.853333,2.25,0.08541001,N/A,-19.02 %,20.0 %,21.09,25.32,30.39,Exit / Avoid new positions
WAKEFIT,HOLD,-1,127.7,51.37,0.1947,128.14,125.82,127.7,100.37,141.37,2.0,Consumer Cyclical,41807433728,21.03,6.0,0.22896999,24.021,-18.82 %,0.0 %,89.31,116.89,152.9,Monitor weekly; re-evaluate on next earnings or macro event
KMEW,BUY,3,2427.8,59.98,-7.8762,2352.81,2160.08,2427.8,2759.87,2261.77,2.0,Industrials,61893599232,72.991005,34.47,0.19958,38.764,121.78 %,100.0 %,1887.53,2540.6,3417.38,Medium-to-Long Term (1–6 months)
CRAFTSMAN,BUY,2,9327.0,60.59,-6.7021,9258.38,9134.67,9327.0,10049.67,8965.67,2.0,Consumer Cyclical,242974670848,57.573128,161.36,0.12547,111.011,0.64 %,25.0 %,7847.22,9591.38,11718.01,Medium-to-Long Term (1–6 months)
BEML,STRONG SELL,-6,1780.1,44.0,-11.233,1809.86,1788.01,1780.1,1637.03,1851.63,2.0,Industrials,146521997312,104.03311,16.91,0.04858,10.568,-2.52 %,20.0 %,1384.97,1740.49,2186.19,Short-to-Medium Term (2–8 weeks)
MOLDTKPAC,HOLD,-1,692.35,49.19,1.5296,695.38,693.13,692.35,608.71,734.17,2.0,Consumer Cyclical,21841364992,28.678009,22.92,0.10976,31.851,45.47 %,100.0 %,563.52,682.47,826.19,Monitor weekly; re-evaluate on next earnings or macro event
DYCL,BUY,3,414.9,67.35,1.6947,384.51,351.79,414.9,502.62,371.04,2.0,Industrials,19124201472,21.003191,18.79,N/A,9.424,12.68 %,25.0 %,309.54,419.78,568.9,Medium-to-Long Term (1–6 months)
GODIGIT,STRONG SELL,-6,254.8,20.01,-4.7711,296.14,302.09,254.8,221.29,271.56,2.0,Financial Services,227103178752,46.08818,5.33,N/A,7.469,-19.9 %,16.7 %,208.97,248.63,295.71,Short-to-Medium Term (2–8 weeks)
SSWL,BUY,4,293.95,88.92,3.1907,259.61,236.64,293.95,334.84,273.5,2.0,Consumer Cyclical,46391549952,21.862122,13.49,N/A,45.898,2.1 %,25.0 %,245.06,296.25,357.99,Medium-to-Long Term (1–6 months)
PRICOLLTD,STRONG BUY,5,665.35,66.31,1.6618,620.42,586.39,665.35,721.51,637.27,2.0,Consumer Cyclical,81063378944,32.34922,20.56,0.22087999,30.215,-1.97 %,40.0 %,558.98,673.32,810.71,Short-to-Medium Term (2–8 weeks)
RALLIS,STRONG SELL,-8,221.59,41.88,-0.8027,228.35,232.9,221.59,197.08,233.84,2.0,Basic Materials,41929437184,19.618744,10.99,N/A,2.991,3.32 %,20.0 %,174.93,214.66,263.29,Short-to-Medium Term (2–8 weeks)
SGFIN,BUY,2,688.1,52.78,2.5823,655.67,611.05,688.1,823.28,620.51,2.0,Financial Services,44383576064,25.359564,26.56,N/A,185.189,-12.54 %,0.0 %,588.55,731.84,909.58,Medium-to-Long Term (1–6 months)
BHARATCOAL,STRONG SELL,-6,35.25,31.17,-0.282,37.24,38.39,35.25,32.16,36.8,1.99,Basic Materials,N/A,N/A,-0.25,N/A,38.792,11.47 %,100.0 %,26.55,33.88,43.2,Short-to-Medium Term (2–8 weeks)
KRISHANA,BUY,4,167.65,86.46,2.7289,143.29,139.21,167.65,190.42,156.27,2.0,Basic Materials,50945941504,28.267582,5.83,N/A,130.807,73.0 %,33.3 %,140.91,177.62,223.78,Medium-to-Long Term (1–6 months)
JSFB,BUY,2,537.25,75.83,6.2624,494.02,479.68,537.25,607.33,502.21,2.0,Financial Services,56144957440,14.777407,35.94,N/A,N/A,16.06 %,60.0 %,425.19,527.95,655.22,Medium-to-Long Term (1–6 months)
EBGNG,SELL,-2,587.3,40.97,-9.0886,600.12,515.98,587.3,500.03,630.93,2.0,Technology,65818849280,377.32025,1.53,0.26766002,58.541,-3.74 %,0.0 %,476.75,624.64,817.93,Exit / Avoid new positions
DECNGOLD,SELL,-3,197.0,46.15,-1.8637,195.79,182.12,197.0,168.05,211.47,2.0,,N/A,N/A,N/A,-0.17496,10.288,N/A,N/A,161.01,242.92,366.15,Exit / Avoid new positions
PGINVIT,HOLD,0,101.33,98.56,0.3908,96.93,94.7,101.33,98.78,102.61,1.99,Unknown,87323525120,N/A,N/A,N/A,N/A,6.53 %,40.0 %,94.66,101.46,108.74,Monitor weekly; re-evaluate on next earnings or macro event
POCL,SELL,-3,522.8,30.86,-5.6469,556.08,542.3,522.8,453.08,557.66,2.0,Basic Materials,39130718208,29.197496,17.57,0.19094,19.293,3.06 %,40.0 %,401.72,543.3,734.29,Exit / Avoid new positions
HAPPYFORGE,HOLD,0,1650.7,81.28,-0.2707,1573.65,1480.41,1650.7,1506.79,1722.65,2.0,Industrials,152383897600,50.677963,31.86,0.15166001,15.489,34.79 %,100.0 %,1429.71,1670.52,1951.21,Monitor weekly; re-evaluate on next earnings or macro event
SAKSOFT,SELL,-4,164.69,40.29,-2.7232,176.81,157.56,164.69,137.21,178.43,2.0,Technology,20770033664,15.944063,10.19,0.19065,5.607,-2.01 %,20.0 %,123.64,160.02,206.99,Exit / Avoid new positions
ATALREAL,BUY,4,31.54,78.67,0.2287,29.49,29.55,31.54,35.62,29.5,2.0,Industrials,3882908416,31.656565,0.99,0.079569995,14.083,160.85 %,80.0 %,27.21,34.11,42.73,Medium-to-Long Term (1–6 months)
TIL,SELL,-3,214.06,46.75,-1.2118,213.32,201.82,214.06,184.12,229.03,2.0,Industrials,18485209088,N/A,-4.58,-0.31823,344.424,24.38 %,33.3 %,156.52,207.2,274.12,Exit / Avoid new positions
METROPOLIS,STRONG BUY,6,577.35,53.89,0.0867,562.3,545.97,577.35,635.82,548.12,2.0,Healthcare,121414467584,63.779953,9.18,0.13373,15.212,-3.99 %,25.0 %,494.4,577.94,675.36,Short-to-Medium Term (2–8 weeks)
JUNIORBEES,HOLD,0,783.45,52.45,-0.4773,778.5,770.06,783.45,750.3,800.03,2.0,Unknown,N/A,19.592339,N/A,N/A,N/A,-12.47 %,16.7 %,712.28,781.0,856.18,Monitor weekly; re-evaluate on next earnings or macro event
TBOTEK,HOLD,0,1519.2,52.37,-7.8285,1478.92,1375.61,1519.2,1378.2,1589.7,2.0,Consumer Cyclical,161094320128,66.195694,22.79,0.17795,48.762,2.37 %,25.0 %,1208.95,1498.88,1857.45,Monitor weekly; re-evaluate on next earnings or macro event
GMDCLTD,STRONG SELL,-6,562.15,32.26,-1.0477,584.78,614.54,562.15,514.18,586.13,2.0,Energy,176108388352,18.410904,30.08,0.14189,4.475,23.15 %,20.0 %,441.71,570.0,735.15,Short-to-Medium Term (2–8 weeks)
LGEINDIA,STRONG SELL,-5,1526.8,38.23,-4.8568,1553.64,1548.15,1526.8,1438.9,1570.75,2.0,Technology,1025082064896,60.67497,24.89,0.24716,5.99,-11.64 %,0.0 %,1298.38,1497.07,1725.63,Short-to-Medium Term (2–8 weeks)
FEDDERSHOL,SELL,-3,44.64,58.58,-0.094,44.2,39.02,44.64,33.21,50.36,2.0,,N/A,N/A,N/A,0.13532,9.218,N/A,N/A,38.52,48.68,61.5,Exit / Avoid new positions
POONAWALLA,SELL,-3,465.1,47.09,-3.0815,466.03,427.95,465.1,416.98,489.16,2.0,Financial Services,407936532480,48.882477,9.53,N/A,468.058,-22.51 %,28.6 %,381.31,467.99,574.13,Exit / Avoid new positions
STARHEALTH,BUY,3,592.05,51.2,-3.3152,589.23,559.19,592.05,646.71,564.72,2.0,Financial Services,343627661312,61.668427,9.47,N/A,N/A,8.17 %,60.0 %,513.66,588.36,673.72,Medium-to-Long Term (1–6 months)
FRACTAL,STRONG SELL,-7,809.3,45.54,-1.9458,857.61,921.75,809.3,691.31,868.29,2.0,Technology,136213569536,41.471203,19.1,N/A,13.131,-4.83 %,0.0 %,600.58,792.98,1046.37,Short-to-Medium Term (2–8 weeks)
SHRIPISTON,BUY,3,4241.8,48.77,-25.0392,4240.45,3819.33,4241.8,4690.0,4017.7,2.0,Consumer Cyclical,188105949184,34.010033,125.56,N/A,N/A,-5.37 %,50.0 %,3600.78,4431.1,5450.4,Medium-to-Long Term (1–6 months)
SKIPPER,SELL,-3,520.65,36.51,-4.4824,546.15,536.21,520.65,453.0,554.48,2.0,Industrials,57044762624,26.732805,18.9,0.15878999,63.557,11.14 %,33.3 %,410.01,527.74,678.9,Exit / Avoid new positions
CESC,SELL,-3,162.32,40.14,0.1861,165.2,171.11,162.32,152.18,167.39,2.0,Utilities,217234489344,14.103271,11.62,0.12547,164.311,-3.03 %,60.0 %,135.63,161.25,191.63,Exit / Avoid new positions
ORIENTTECH,SELL,-2,279.17,62.8,0.8226,261.86,261.99,279.17,231.89,302.81,2.0,Technology,12482112512,269.80197,1.01,0.01372,18.579,-30.71 %,16.7 %,202.24,276.95,379.0,Exit / Avoid new positions
RATEGAIN,HOLD,-1,905.8,40.32,-13.4721,931.88,842.38,905.8,792.46,962.47,2.0,Technology,107498586112,55.41489,16.39,0.105399996,47.296,-5.05 %,25.0 %,725.48,905.84,1130.47,Monitor weekly; re-evaluate on next earnings or macro event
ITDC,HOLD,0,735.15,55.41,-1.238,699.63,629.0,735.15,573.48,815.99,2.0,Consumer Cyclical,61526675456,74.49117,9.63,0.21701999,0.155,-24.23 %,16.7 %,548.61,723.67,954.01,Monitor weekly; re-evaluate on next earnings or macro event
MONARCH,HOLD,1,397.6,80.84,1.6974,356.15,344.5,397.6,356.2,418.3,2.0,Financial Services,31061108736,17.162577,22.82,0.20495,3.83,-2.17 %,50.0 %,325.08,399.86,491.62,Monitor weekly; re-evaluate on next earnings or macro event
ASHAPURMIN,BUY,3,702.1,72.65,3.0914,671.2,681.4,702.1,780.28,663.01,2.0,Basic Materials,65091485696,16.227673,41.99,0.29049,87.774,107.82 %,66.7 %,533.6,723.58,980.53,Medium-to-Long Term (1–6 months)
FINCABLES,SELL,-3,998.6,37.56,-7.1312,1050.74,1068.58,998.6,904.91,1045.44,2.0,Industrials,148825276416,20.868538,46.63,0.12326,0.314,2.83 %,50.0 %,787.38,965.67,1183.8,Exit / Avoid new positions
UBL,SELL,-2,1428.7,64.68,9.0298,1362.46,1344.55,1428.7,1323.22,1481.44,2.0,Consumer Defensive,379342061568,92.14515,15.57,0.09292,29.076,-31.28 %,0.0 %,1238.21,1395.39,1572.1,Exit / Avoid new positions
SPARC,SELL,-2,214.91,19.69,-6.2678,242.33,227.47,214.91,176.0,234.37,2.0,Healthcare,67812036608,4.366068,47.86,2.76893,41.776,-21.18 %,25.0 %,162.2,212.56,278.4,Exit / Avoid new positions
JKTYRE,STRONG SELL,-5,399.6,43.04,-2.1867,403.57,393.65,399.6,365.16,416.82,2.0,Consumer Cyclical,115546431488,14.708257,27.25,0.14051,80.551,16.28 %,75.0 %,326.93,395.04,477.14,Short-to-Medium Term (2–8 weeks)
BETA,SELL,-2,2230.7,57.02,-25.5798,2245.11,1884.77,2230.7,1736.78,2477.66,2.0,Healthcare,21297487872,51.68545,40.82,N/A,60.386,-1.03 %,25.0 %,1748.29,2287.61,2991.54,Exit / Avoid new positions
WENDT,BUY,2,8302.5,61.52,8.5557,7848.07,7481.28,8302.5,9096.63,7905.44,2.0,Industrials,16599000064,97.99858,84.69,N/A,0.075,-29.12 %,0.0 %,6375.49,7953.26,9916.66,Medium-to-Long Term (1–6 months)
CASTROLIND,HOLD,1,184.32,49.68,0.05,184.3,184.18,184.32,179.31,186.82,2.0,Energy,182057861120,18.975258,9.7,N/A,3.305,-14.08 %,0.0 %,154.52,179.43,208.27,Monitor weekly; re-evaluate on next earnings or macro event
GODREJIND,HOLD,-1,1332.9,62.83,-5.318,1297.62,1177.28,1332.9,1161.57,1418.57,2.0,Industrials,441005375488,35.585754,36.79,0.10832,222.411,-40.76 %,0.0 %,1083.91,1355.86,1695.2,Monitor weekly; re-evaluate on next earnings or macro event
GREAVESCOT,HOLD,-1,245.99,64.43,-2.5428,241.08,209.55,245.99,207.83,265.07,2.0,Industrials,55600848896,52.457138,4.55,N/A,12.328,31.65 %,75.0 %,192.06,249.9,324.97,Monitor weekly; re-evaluate on next earnings or macro event
QUESS,HOLD,0,295.75,46.81,-1.9715,291.43,254.14,295.75,261.97,312.64,2.0,Industrials,45293375488,20.420876,14.85,0.19714001,10.656,-55.69 %,50.0 %,200.18,277.8,385.24,Monitor weekly; re-evaluate on next earnings or macro event
KPRMILL,SELL,-3,1056.0,31.37,-14.2173,1122.92,1080.41,1056.0,933.93,1117.04,2.0,Consumer Cyclical,357353816064,41.172062,25.34,0.16197,10.463,-24.06 %,28.6 %,852.35,1061.16,1320.48,Exit / Avoid new positions
CEATLTD,STRONG SELL,-5,3369.7,21.32,-63.8751,3651.74,3445.46,3369.7,2982.97,3563.06,2.0,Consumer Cyclical,137586933760,23.311628,145.91,N/A,64.742,-5.91 %,33.3 %,2786.8,3398.14,4141.79,Short-to-Medium Term (2–8 weeks)
PYRAMID,HOLD,1,195.96,79.77,1.926,166.97,167.9,195.96,172.8,207.54,2.0,Consumer Cyclical,6751237120,23.055414,7.94,0.10957,66.496,-27.16 %,16.7 %,153.93,194.45,245.51,Monitor weekly; re-evaluate on next earnings or macro event
GOKEX,SELL,-2,834.25,47.51,-6.9404,839.8,774.62,834.25,742.75,880.0,2.0,Consumer Cyclical,59600773120,62.091602,13.1,0.047220003,58.934,-38.9 %,16.7 %,626.31,819.6,1071.9,Exit / Avoid new positions
ABSLAMC,HOLD,-1,989.2,27.61,-21.1458,1115.04,1096.4,989.2,857.47,1055.07,2.0,Financial Services,289032339456,28.778801,34.72,N/A,1.577,50.65 %,100.0 %,824.99,1003.2,1219.38,Monitor weekly; re-evaluate on next earnings or macro event
ENDURANCE,HOLD,-1,2732.8,57.42,-4.8146,2694.53,2659.79,2732.8,2480.92,2858.74,2.0,Consumer Cyclical,380788408320,39.945408,67.77,0.15156999,19.393,11.77 %,50.0 %,2308.7,2730.34,3227.77,Monitor weekly; re-evaluate on next earnings or macro event
ABBOTINDIA,BUY,2,27800.0,62.69,76.8705,27265.25,26801.2,27800.0,29507.87,26946.06,2.0,Healthcare,592961798144,38.166424,731.14,0.34460998,3.602,-14.52 %,50.0 %,24595.65,27690.1,31165.72,Medium-to-Long Term (1–6 months)
ATLANTAELE,STRONG SELL,-6,1614.3,45.77,-10.7501,1689.96,1793.88,1614.3,1349.55,1746.67,2.0,Industrials,117928656896,52.4846,29.22,N/A,5.461,93.5 %,100.0 %,1314.35,1767.36,2374.96,Short-to-Medium Term (2–8 weeks)
APCOTEXIND,BUY,4,588.5,77.38,5.4402,530.41,520.4,588.5,656.15,554.67,2.0,Basic Materials,30645555200,30.250765,19.54,0.17274,15.522,-2.61 %,25.0 %,492.2,593.69,715.8,Medium-to-Long Term (1–6 months)
PCBL,HOLD,0,326.15,55.78,-0.3883,318.84,305.4,326.15,288.77,344.84,2.0,Basic Materials,125278486528,62.1875,5.12,0.05125,124.132,-57.36 %,0.0 %,257.99,325.65,410.86,Monitor weekly; re-evaluate on next earnings or macro event
LANDMARK,BUY,2,538.5,73.19,4.3363,474.99,433.59,538.5,639.54,487.98,2.0,Consumer Cyclical,21895546880,58.737488,8.99,0.06664,173.699,-19.83 %,20.0 %,421.77,529.71,664.95,Medium-to-Long Term (1–6 months)
EPACKPEB,SELL,-2,255.19,55.38,-2.3547,253.63,232.58,255.19,212.89,276.34,2.0,Industrials,25478764544,25.446232,9.95,0.17021999,15.606,-5.77 %,0.0 %,189.36,264.98,370.51,Exit / Avoid new positions
ALKYLAMINE,SELL,-2,1821.5,52.92,-11.5786,1839.78,1798.28,1821.5,1599.41,1932.55,2.0,Basic Materials,92630835200,51.52489,35.15,N/A,N/A,-1.04 %,50.0 %,1480.14,1798.04,2183.27,Exit / Avoid new positions
CENTRALBK,STRONG SELL,-6,31.25,42.88,-0.1361,32.06,31.86,31.25,28.76,32.49,2.01,Financial Services,279597776896,6.1289682,5.04,0.115600005,N/A,-40.41 %,14.3 %,24.71,29.76,35.83,Short-to-Medium Term (2–8 weeks)
BAJAJHFL,STRONG SELL,-8,85.5,36.68,-0.4048,87.19,85.91,85.5,80.82,87.84,2.0,Financial Services,713433219072,27.902283,3.07,0.120570004,460.74,-7.84 %,50.0 %,69.7,81.57,95.43,Short-to-Medium Term (2–8 weeks)
SUNDARMFIN,STRONG SELL,-6,4416.8,20.2,-18.2267,4522.24,4427.0,4416.8,4119.95,4565.23,2.0,Financial Services,487393132544,23.669111,186.83,0.14659001,409.161,-15.02 %,25.0 %,3636.65,4399.28,5319.6,Short-to-Medium Term (2–8 weeks)
PSUBNKBEES,STRONG SELL,-8,93.52,52.01,-0.0559,93.82,93.61,93.52,86.38,97.09,2.0,Unknown,N/A,7.8787823,N/A,N/A,N/A,12.56 %,50.0 %,82.67,93.86,106.54,Short-to-Medium Term (2–8 weeks)
HDBFS,STRONG SELL,-5,686.3,29.78,-9.4168,732.6,700.21,686.3,629.15,714.88,2.0,Financial Services,565420228608,20.421904,33.42,N/A,484.313,-18.71 %,0.0 %,584.85,668.21,763.23,Short-to-Medium Term (2–8 weeks)
WELSPUNLIV,BUY,2,163.53,41.61,-1.3273,165.81,155.01,163.53,182.73,153.93,2.0,Consumer Cyclical,150847733760,74.873825,2.14,0.04301,46.501,-28.06 %,40.0 %,126.5,160.98,204.74,Medium-to-Long Term (1–6 months)
JUBLINGREA,BUY,3,744.1,64.84,1.019,712.07,677.13,744.1,836.02,698.14,2.0,Basic Materials,114557411328,37.40216,19.42,N/A,25.328,-28.37 %,20.0 %,597.69,748.51,936.91,Medium-to-Long Term (1–6 months)
